location,year,week,max_temp_c,min_temp_c,rainfall_mm
Mt. Baw Baw,2015,1,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,10,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,11,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,12,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,13,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,14,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,15,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,2,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,3,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,4,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,5,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,6,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,7,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,8,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2015,9,9.745479452054795,3.1079452054794525,1591.6
Mt. Baw Baw,2016,1,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,10,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,11,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,12,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,13,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,14,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,15,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,2,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,3,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,4,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,5,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,6,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,7,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,8,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2016,9,9.652459016393443,3.3764383561643836,1696.8
Mt. Baw Baw,2017,1,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,10,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,11,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,12,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,13,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,14,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,15,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,2,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,3,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,4,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,5,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,6,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,7,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,8,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2017,9,9.867671232876711,3.364285714285714,1600.6
Mt. Baw Baw,2018,1,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,10,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,11,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,12,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,13,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,14,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,15,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,2,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,3,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,4,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,5,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,6,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,7,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,8,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2018,9,9.926256983240224,3.381375358166189,1338.8
Mt. Baw Baw,2019,1,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,10,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,11,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,12,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,13,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,14,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,15,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,2,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,3,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,4,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,5,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,6,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,7,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,8,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2019,9,9.969131832797428,3.0006191950464394,1566.4
Mt. Baw Baw,2020,1,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,10,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,11,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,12,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,13,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,14,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,15,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,2,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,3,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,4,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,5,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,6,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,7,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,8,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2020,9,9.569097222222222,2.630132450331126,1944.0
Mt. Baw Baw,2021,1,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,10,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,11,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,12,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,13,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,14,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,15,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,2,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,3,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,4,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,5,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,6,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,7,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,8,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2021,9,8.951051051051051,2.63768115942029,2283.6
Mt. Baw Baw,2022,1,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,10,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,11,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,12,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,13,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,14,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,15,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,2,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,3,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,4,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,5,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,6,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,7,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,8,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2022,9,8.79228650137741,3.005785123966942,2183.0
Mt. Baw Baw,2023,1,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,10,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,11,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,12,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,13,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,14,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,15,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,2,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,3,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,4,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,5,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,6,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,7,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,8,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2023,9,10.002777777777778,3.4717086834733895,1728.4
Mt. Baw Baw,2024,1,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,10,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,11,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,12,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,13,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,14,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,15,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,2,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,3,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,4,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,5,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,6,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,7,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,8,9.554744525547445,3.058955223880597,1775.0
Mt. Baw Baw,2024,9,9.554744525547445,3.058955223880597,1775.0
Mt. Buller,2014,1,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,10,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,11,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,12,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,13,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,14,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,15,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,2,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,3,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,4,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,5,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,6,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,7,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,8,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2014,9,10.392328767123287,3.664931506849315,1432.0
Mt. Buller,2015,1,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,10,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,11,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,12,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,13,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,14,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,15,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,2,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,3,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,4,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,5,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,6,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,7,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,8,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2015,9,9.843406593406593,3.0583561643835617,1315.4
Mt. Buller,2016,1,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,10,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,11,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,12,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,13,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,14,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,15,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,2,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,3,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,4,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,5,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,6,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,7,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,8,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2016,9,9.623415977961432,3.2520661157024793,2105.0
Mt. Buller,2017,1,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,10,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,11,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,12,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,13,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,14,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,15,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,2,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,3,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,4,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,5,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,6,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,7,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,8,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2017,9,9.603571428571428,3.1693150684931504,1790.0
Mt. Buller,2018,1,9.756164383561643,3.107967032967033,1399.4
Mt. Buller,2018,10,9.756164383561643,3.107967032967033,1399.4
Mt. Buller,2018,11,9.756164383561643,3.107967032967033,1399.4
Mt. Buller,2018,12,9.756164383561643,3.107967032967033,1399.4
Mt. Buller,2018,13,9.756164383561643,3.107967032967033,1399.4
