Year,Week,Resort,State,Maximum temperature (Degree C),Minimum temperature (Degree C),Rainfall amount (millimetres),State_agg
2010,9,Mt. Baw Baw,VIC,0.8857142857142858,-3.242857142857143,39.8,VIC
2010,9,Mt. Buller,VIC,-0.3714285714285715,-4.5285714285714285,17.4,VIC
2010,9,Mt. Hotham,VIC,-1.4428571428571428,-5.685714285714285,16.2,VIC
2010,9,Mt. Stirling,VIC,-0.3714285714285715,-4.5285714285714285,17.4,VIC
2010,9,Perisher,NSW,2.9714285714285715,-6.728571428571429,3.8,NSW
2010,9,Selwyn,NSW,3.2714285714285714,-1.885714285714286,8.0,NSW
2010,9,Thredbo,NSW,-1.7285714285714284,-7.357142857142857,0.0,NSW
2010,10,Charlotte Pass,NSW,1.5928571428571425,-3.492857142857143,38.4,NSW
2010,10,Falls Creek,VIC,0.8857142857142859,-3.3714285714285714,32.0,VIC
2010,10,Mt. Baw Baw,VIC,1.0285714285714287,-2.5142857142857147,97.8,VIC
2010,10,Mt. Buller,VIC,0.12857142857142856,-3.7142857142857144,52.4,VIC
2010,10,Mt. Hotham,VIC,-0.2285714285714286,-4.242857142857143,54.2,VIC
2010,10,Mt. Stirling,VIC,0.12857142857142856,-3.7142857142857144,52.4,VIC
2010,10,Perisher,NSW,3.2571428571428567,-2.8285714285714287,76.8,NSW
2010,10,Selwyn,NSW,3.085714285714286,-1.7571428571428573,76.0,NSW
2010,10,Thredbo,NSW,-0.07142857142857144,-4.1571428571428575,0.0,NSW
2010,11,Charlotte Pass,NSW,-0.2857142857142858,-4.878571428571428,46.7,NSW
2010,11,Falls Creek,VIC,-0.7714285714285714,-3.7142857142857144,37.2,VIC
2010,11,Mt. Baw Baw,VIC,-0.1857142857142857,-3.3714285714285714,24.2,VIC
2010,11,Mt. Buller,VIC,-0.8428571428571429,-4.5,58.0,VIC
2010,11,Mt. Hotham,VIC,-1.7857142857142858,-4.571428571428571,47.199999999999996,VIC
2010,11,Mt. Stirling,VIC,-0.8428571428571429,-4.5,58.0,VIC
2010,11,Perisher,NSW,1.2142857142857142,-4.1,93.4,NSW
2010,11,Selwyn,NSW,1.8142857142857145,-2.028571428571429,44.599999999999994,NSW
2010,11,Thredbo,NSW,-1.7857142857142858,-5.6571428571428575,0.0,NSW
2010,12,Charlotte Pass,NSW,1.0142857142857142,-6.4714285714285715,39.5,NSW
2010,12,Falls Creek,VIC,-0.028571428571428564,-4.942857142857143,5.0,VIC
2010,12,Mt. Baw Baw,VIC,0.08571428571428566,-3.414285714285714,41.8,VIC
2010,12,Mt. Buller,VIC,-0.3,-5.1000000000000005,65.6,VIC
2010,12,Mt. Hotham,VIC,-1.385714285714286,-5.857142857142857,46.2,VIC
2010,12,Mt. Stirling,VIC,-0.3,-5.1000000000000005,65.6,VIC
2010,12,Perisher,NSW,3.342857142857143,-6.185714285714285,79.0,NSW
2010,12,Selwyn,NSW,2.8428571428571425,-2.8857142857142857,28.8,NSW
2010,12,Thredbo,NSW,-1.3142857142857143,-6.757142857142857,0.0,NSW
2010,13,Charlotte Pass,NSW,3.2857142857142856,-2.142857142857143,184.60000000000002,NSW
2010,13,Falls Creek,VIC,3.3714285714285714,-1.6142857142857143,141.0,VIC
2010,13,Mt. Baw Baw,VIC,2.9857142857142853,-1.2142857142857142,79.8,VIC
2010,13,Mt. Buller,VIC,2.9285714285714284,-1.7142857142857142,181.2,VIC
2010,13,Mt. Hotham,VIC,2.2714285714285714,-2.385714285714286,193.0,VIC
2010,13,Mt. Stirling,VIC,2.9285714285714284,-1.7142857142857142,181.2,VIC
2010,13,Perisher,NSW,4.557142857142857,-1.5285714285714285,211.60000000000002,NSW
2010,13,Selwyn,NSW,5.571428571428571,0.7000000000000001,101.2,NSW
2010,13,Thredbo,NSW,2.0142857142857142,-2.757142857142857,157.6,NSW
2010,14,Charlotte Pass,NSW,3.442857142857143,-3.2785714285714285,23.7,NSW
2010,14,Falls Creek,VIC,2.042857142857143,-2.4,17.2,VIC
2010,14,Mt. Baw Baw,VIC,2.957142857142857,-1.6428571428571428,20.0,VIC
2010,14,Mt. Buller,VIC,1.7857142857142858,-2.2857142857142856,31.200000000000003,VIC
2010,14,Mt. Hotham,VIC,0.8142857142857143,-3.3285714285714287,23.4,VIC
2010,14,Mt. Stirling,VIC,1.7857142857142858,-2.2857142857142856,31.200000000000003,VIC
2010,14,Perisher,NSW,4.828571428571428,-2.942857142857143,33.0,NSW
2010,14,Selwyn,NSW,7.528571428571429,0.6857142857142857,30.6,NSW
2010,14,Thredbo,NSW,2.0571428571428574,-3.6142857142857143,14.399999999999999,NSW
2010,15,Charlotte Pass,NSW,5.678571428571428,-1.9499999999999997,1.9000000000000001,NSW
2010,15,Falls Creek,VIC,4.942857142857143,-1.7142857142857142,3.8,VIC
2010,15,Mt. Baw Baw,VIC,1.5,-2.257142857142857,17.200000000000003,VIC
2010,15,Mt. Buller,VIC,2.4857142857142853,-3.142857142857143,10.6,VIC
2010,15,Mt. Hotham,VIC,3.2857142857142856,-2.6000000000000005,6.6,VIC
2010,15,Mt. Stirling,VIC,2.4857142857142853,-3.142857142857143,10.6,VIC
2010,15,Perisher,NSW,6.971428571428571,-1.9142857142857141,3.8000000000000003,NSW
2010,15,Selwyn,NSW,8.428571428571429,0.6857142857142857,4.2,NSW
2010,15,Thredbo,NSW,4.385714285714285,-1.9857142857142855,0.0,NSW
2011,1,Charlotte Pass,NSW,0.39999999999999997,-3.55,17.700000000000003,NSW
2011,1,Falls Creek,VIC,0.8285714285714286,-2.8428571428571425,1.8,VIC
2011,1,Mt. Baw Baw,VIC,1.8571428571428572,-2.2285714285714286,60.8,VIC
2011,1,Mt. Buller,VIC,3.085714285714286,-2.5,7.4,VIC
2011,1,Mt. Hotham,VIC,-0.08571428571428578,-3.857142857142857,3.0,VIC
2011,1,Mt. Stirling,VIC,3.085714285714286,-2.5,7.4,VIC
2011,1,Perisher,NSW,1.457142857142857,-2.8428571428571425,23.6,NSW
2011,1,Selwyn,NSW,3.4571428571428577,-1.1142857142857143,0.2,NSW
2011,1,Thredbo,NSW,-0.6571428571428571,-4.257142857142857,11.8,NSW
2011,2,Charlotte Pass,NSW,0.9714285714285715,-3.1071428571428568,49.3,NSW
2011,2,Falls Creek,VIC,0.9142857142857143,-2.1285714285714286,36.2,VIC
2011,2,Mt. Baw Baw,VIC,1.7857142857142858,-1.0571428571428572,41.6,VIC
2011,2,Mt. Buller,VIC,0.4571428571428572,-2.3000000000000003,48.6,VIC
2011,2,Mt. Hotham,VIC,-0.21428571428571425,-2.7285714285714286,54.8,VIC
2011,2,Mt. Stirling,VIC,0.4571428571428572,-2.3000000000000003,48.6,VIC
2011,2,Perisher,NSW,2.0714285714285716,-2.7857142857142856,86.0,NSW
2011,2,Selwyn,NSW,2.6,-0.38571428571428573,50.4,NSW
2011,2,Thredbo,NSW,-0.1285714285714286,-3.4285714285714284,12.6,NSW
2011,3,Charlotte Pass,NSW,4.300000000000001,-4.414285714285715,5.3,NSW
2011,3,Falls Creek,VIC,3.2142857142857144,-1.8571428571428572,2.0,VIC
2011,3,Mt. Baw Baw,VIC,4.514285714285714,-0.4714285714285714,9.200000000000001,VIC
2011,3,Mt. Buller,VIC,2.5285714285714285,-1.7571428571428573,35.2,VIC
2011,3,Mt. Hotham,VIC,1.5142857142857145,-2.6999999999999997,9.0,VIC
2011,3,Mt. Stirling,VIC,2.5285714285714285,-1.7571428571428573,35.2,VIC
2011,3,Perisher,NSW,5.942857142857143,-4.357142857142857,9.6,NSW
2011,3,Selwyn,NSW,6.057142857142857,-0.21428571428571427,4.4,NSW
2011,3,Thredbo,NSW,2.6571428571428575,-4.4714285714285715,1.0,NSW
2011,4,Charlotte Pass,NSW,2.5500000000000003,-3.8357142857142854,60.099999999999994,NSW
2011,4,Falls Creek,VIC,2.0142857142857142,-1.3142857142857143,57.2,VIC
2011,4,Mt. Baw Baw,VIC,2.5857142857142854,-0.5428571428571428,25.6,VIC
2011,4,Mt. Buller,VIC,1.1428571428571428,-2.1999999999999997,41.4,VIC
2011,4,Mt. Hotham,VIC,0.6857142857142857,-2.3999999999999995,48.4,VIC
2011,4,Mt. Stirling,VIC,1.1428571428571428,-2.1999999999999997,41.4,VIC
2011,4,Perisher,NSW,3.842857142857143,-3.542857142857143,107.6,NSW
2011,4,Selwyn,NSW,5.028571428571429,0.7285714285714285,19.8,NSW
2011,4,Thredbo,NSW,1.2571428571428573,-4.128571428571428,12.6,NSW
2011,5,Charlotte Pass,NSW,-0.4357142857142857,-5.228571428571428,43.5,NSW
2011,5,Falls Creek,VIC,-0.9714285714285714,-5.057142857142857,24.4,VIC
2011,5,Mt. Baw Baw,VIC,-0.9571428571428572,-3.2714285714285714,62.6,VIC
2011,5,Mt. Buller,VIC,-1.2714285714285716,-4.928571428571429,74.6,VIC
2011,5,Mt. Hotham,VIC,-2.7714285714285714,-5.828571428571428,24.200000000000003,VIC
2011,5,Mt. Stirling,VIC,-1.2714285714285716,-4.928571428571429,74.6,VIC
2011,5,Perisher,NSW,1.1,-4.414285714285714,87.0,NSW
2011,5,Selwyn,NSW,-0.21666666666666667,-3.375,3.0,NSW
2011,5,Thredbo,NSW,-1.9714285714285715,-6.042857142857143,0.0,NSW
2011,6,Charlotte Pass,NSW,1.292857142857143,-5.607142857142858,25.5,NSW
2011,6,Falls Creek,VIC,0.4714285714285714,-3.5,12.4,VIC
2011,6,Mt. Baw Baw,VIC,0.6857142857142857,-2.3285714285714287,89.80000000000001,VIC
2011,6,Mt. Buller,VIC,0.18571428571428575,-3.6714285714285713,34.0,VIC
2011,6,Mt. Hotham,VIC,-0.4428571428571428,-4.3,49.2,VIC
2011,6,Mt. Stirling,VIC,0.18571428571428575,-3.6714285714285713,34.0,VIC
2011,6,Perisher,NSW,2.6,-5.385714285714286,38.6,NSW
2011,6,Selwyn,NSW,3.1999999999999997,-2.3000000000000003,0.0,NSW
2011,6,Thredbo,NSW,-0.01428571428571426,-5.828571428571428,12.4,NSW
2011,7,Charlotte Pass,NSW,0.3714285714285714,-5.390476190476191,30.099999999999998,NSW
2011,7,Falls Creek,VIC,0.5285714285714286,-3.2142857142857144,9.4,VIC
2011,7,Mt. Baw Baw,VIC,0.7857142857142857,-2.5285714285714285,71.8,VIC
2011,7,Mt. Buller,VIC,0.5857142857142856,-3.1,20.8,VIC
2011,7,Mt. Hotham,VIC,-0.6714285714285715,-4.357142857142857,20.8,VIC
2011,7,Mt. Stirling,VIC,0.5857142857142856,-3.1,20.8,VIC
2011,7,Perisher,NSW,1.6285714285714286,-5.266666666666667,39.199999999999996,NSW
2011,7,Selwyn,NSW,3.057142857142857,-1.1714285714285713,0.0,NSW
2011,7,Thredbo,NSW,-0.8857142857142858,-5.514285714285714,21.0,NSW
2011,8,Charlotte Pass,NSW,5.135714285714286,-0.8214285714285714,2.8999999999999995,NSW
2011,8,Falls Creek,VIC,4.185714285714286,0.11428571428571425,0.4,VIC
2011,8,Mt. Baw Baw,VIC,6.528571428571429,1.6285714285714286,2.2,VIC
2011,8,Mt. Buller,VIC,4.242857142857143,-0.7857142857142857,4.0,VIC
2011,8,Mt. Hotham,VIC,2.757142857142857,-0.7428571428571429,2.0,VIC
2011,8,Mt. Stirling,VIC,4.242857142857143,-0.7857142857142857,4.0,VIC
2011,8,Perisher,NSW,6.614285714285714,-0.7857142857142857,4.199999999999999,NSW
2011,8,Selwyn,NSW,7.928571428571429,1.9285714285714286,0.0,NSW
2011,8,Thredbo,NSW,3.6571428571428575,-0.8571428571428571,1.6,NSW
2011,9,Charlotte Pass,NSW,2.392857142857143,-1.5071428571428571,51.300000000000004,NSW
2011,9,Falls Creek,VIC,2.2142857142857144,-0.9714285714285715,25.4,VIC
2011,9,Mt. Baw Baw,VIC,3.4,0.48571428571428565,21.4,VIC
2011,9,Mt. Buller,VIC,1.9,-1.1428571428571428,41.0,VIC
2011,9,Mt. Hotham,VIC,0.9714285714285714,-1.6857142857142857,43.2,VIC
2011,9,Mt. Stirling,VIC,1.9,-1.1428571428571428,41.0,VIC
2011,9,Perisher,NSW,3.8714285714285714,-0.7999999999999999,70.60000000000001,NSW
2011,9,Selwyn,NSW,4.971428571428571,1.3571428571428572,0.0,NSW
2011,9,Thredbo,NSW,0.9142857142857144,-2.2142857142857144,32.0,NSW
2011,10,Charlotte Pass,NSW,3.792857142857143,-3.871428571428572,24.8,NSW
2011,10,Falls Creek,VIC,4.1,-1.0428571428571427,33.0,VIC
2011,10,Mt. Baw Baw,VIC,4.828571428571428,-0.1142857142857143,72.8,VIC
2011,10,Mt. Buller,VIC,3.957142857142857,-1.242857142857143,29.0,VIC
2011,10,Mt. Hotham,VIC,2.042857142857143,-2.1714285714285713,43.6,VIC
2011,10,Mt. Stirling,VIC,3.957142857142857,-1.242857142857143,29.0,VIC
2011,10,Perisher,NSW,5.314285714285715,-3.542857142857143,36.6,NSW
2011,10,Selwyn,NSW,6.971428571428571,0.8142857142857143,0.0,NSW
2011,10,Thredbo,NSW,2.2714285714285714,-4.2,13.0,NSW
2011,11,Charlotte Pass,NSW,6.128571428571428,-3.135714285714286,31.299999999999997,NSW
2011,11,Falls Creek,VIC,6.985714285714286,0.48571428571428577,14.0,VIC
2011,11,Mt. Baw Baw,VIC,7.771428571428571,0.10000000000000002,9.4,VIC
2011,11,Mt. Buller,VIC,6.857142857142857,-0.7571428571428572,57.8,VIC
2011,11,Mt. Hotham,VIC,5.942857142857143,-0.8142857142857144,20.0,VIC
2011,11,Mt. Stirling,VIC,6.857142857142857,-0.7571428571428572,57.8,VIC
2011,11,Perisher,NSW,7.485714285714286,-2.8000000000000003,36.8,NSW
2011,11,Selwyn,NSW,9.471428571428572,1.5999999999999999,38.800000000000004,NSW
2011,11,Thredbo,NSW,4.771428571428571,-3.4714285714285715,25.8,NSW
2011,12,Charlotte Pass,NSW,3.814285714285714,-1.685714285714286,3.2,NSW
2011,12,Falls Creek,VIC,4.385714285714285,-1.457142857142857,0.6,VIC
2011,12,Mt. Baw Baw,VIC,3.6142857142857143,-2.142857142857143,14.799999999999999,VIC
2011,12,Mt. Buller,VIC,4.057142857142857,-3.4142857142857146,4.2,VIC
2011,12,Mt. Hotham,VIC,2.442857142857143,-2.685714285714286,0.4,VIC
2011,12,Mt. Stirling,VIC,4.057142857142857,-3.4142857142857146,4.2,VIC
2011,12,Perisher,NSW,5.0,-1.2857142857142858,4.0,NSW
2011,12,Selwyn,NSW,8.685714285714285,1.8,5.6,NSW
2011,12,Thredbo,NSW,2.6285714285714286,-2.085714285714286,2.4,NSW
2011,13,Charlotte Pass,NSW,5.457142857142857,-1.614285714285714,43.7,NSW
2011,13,Falls Creek,VIC,5.8428571428571425,0.32857142857142857,34.8,VIC
2011,13,Mt. Baw Baw,VIC,8.0,1.3857142857142857,11.8,VIC
2011,13,Mt. Buller,VIC,5.428571428571429,-0.08333333333333337,9.0,VIC
2011,13,Mt. Hotham,VIC,4.1571428571428575,-0.3428571428571429,36.800000000000004,VIC
2011,13,Mt. Stirling,VIC,5.428571428571429,-0.08333333333333337,9.0,VIC
2011,13,Perisher,NSW,6.8428571428571425,-1.2857142857142854,52.2,NSW
2011,13,Selwyn,NSW,8.857142857142858,2.6571428571428575,22.8,NSW
2011,13,Thredbo,NSW,4.071428571428571,-1.9428571428571428,35.199999999999996,NSW
2011,14,Charlotte Pass,NSW,2.5571428571428574,-5.049999999999999,7.1,NSW
2011,14,Falls Creek,VIC,2.3714285714285714,-4.6499999999999995,3.8000000000000003,VIC
2011,14,Mt. Baw Baw,VIC,0.7857142857142857,-3.142857142857143,97.4,VIC
2011,14,Mt. Buller,VIC,0.7,-4.075,9.8,VIC
2011,14,Mt. Hotham,VIC,0.3714285714285714,-5.442857142857143,5.4,VIC
2011,14,Mt. Stirling,VIC,0.7,-4.075,9.8,VIC
2011,14,Perisher,NSW,4.4,-4.414285714285714,7.2,NSW
2011,14,Selwyn,NSW,4.742857142857143,-2.1285714285714286,8.4,NSW
2011,14,Thredbo,NSW,0.7142857142857143,-5.685714285714285,7.0,NSW
2011,15,Charlotte Pass,NSW,7.821428571428571,0.37857142857142867,22.6,NSW
2011,15,Falls Creek,VIC,7.728571428571429,0.8142857142857142,18.8,VIC
2011,15,Mt. Baw Baw,VIC,8.085714285714285,0.14285714285714285,37.2,VIC
2011,15,Mt. Buller,VIC,7.985714285714286,0.9166666666666666,25.200000000000003,VIC
2011,15,Mt. Hotham,VIC,6.3,0.0,23.6,VIC
2011,15,Mt. Stirling,VIC,7.985714285714286,0.9166666666666666,25.200000000000003,VIC
2011,15,Perisher,NSW,9.428571428571429,1.2285714285714289,30.6,NSW
2011,15,Selwyn,NSW,10.828571428571427,3.5571428571428574,12.8,NSW
2011,15,Thredbo,NSW,6.214285714285714,-0.4714285714285715,14.6,NSW
2012,1,Charlotte Pass,NSW,3.3000000000000003,-4.542857142857143,4.6,NSW
2012,1,Falls Creek,VIC,3.2142857142857144,-0.8571428571428571,5.6000000000000005,VIC
2012,1,Mt. Baw Baw,VIC,3.557142857142857,-0.31428571428571433,20.4,VIC
2012,1,Mt. Buller,VIC,3.18,-0.7000000000000001,9.0,VIC
2012,1,Mt. Hotham,VIC,2.3428571428571425,-1.7571428571428573,9.2,VIC
2012,1,Mt. Stirling,VIC,3.18,-0.7000000000000001,9.0,VIC
2012,1,Perisher,NSW,4.642857142857143,-4.128571428571428,3.6,NSW
2012,1,Selwyn,NSW,6.742857142857143,0.5571428571428572,0.0,NSW
2012,1,Thredbo,NSW,1.957142857142857,-4.957142857142856,5.6,NSW
2012,2,Charlotte Pass,NSW,0.8785714285714286,-3.0785714285714283,29.6,NSW
2012,2,Falls Creek,VIC,0.9142857142857144,-2.0,45.8,VIC
2012,2,Mt. Baw Baw,VIC,1.1285714285714286,-2.0142857142857142,67.8,VIC
2012,2,Mt. Buller,VIC,,,87.2,VIC
2012,2,Mt. Hotham,VIC,-0.21428571428571425,-3.2142857142857144,64.4,VIC
2012,2,Mt. Stirling,VIC,,,87.2,VIC
2012,2,Perisher,NSW,2.6142857142857143,-2.6714285714285713,57.0,NSW
2012,2,Selwyn,NSW,3.0857142857142854,-0.17142857142857143,31.2,NSW
2012,2,Thredbo,NSW,-0.8571428571428571,-3.4857142857142853,2.2,NSW
2012,3,Charlotte Pass,NSW,0.25714285714285734,-5.257142857142857,14.3,NSW
2012,3,Falls Creek,VIC,0.09999999999999999,-2.8285714285714287,10.6,VIC
2012,3,Mt. Baw Baw,VIC,1.3,-2.757142857142857,58.199999999999996,VIC
2012,3,Mt. Buller,VIC,0.7333333333333334,-0.8,44.4,VIC
2012,3,Mt. Hotham,VIC,-0.6857142857142857,-3.685714285714286,31.4,VIC
2012,3,Mt. Stirling,VIC,0.7333333333333334,-0.8,44.4,VIC
2012,3,Perisher,NSW,1.7571428571428573,-5.228571428571429,26.0,NSW
2012,3,Selwyn,NSW,3.357142857142857,-1.0,25.8,NSW
2012,3,Thredbo,NSW,-1.2428571428571427,-5.285714285714286,2.6,NSW
2012,4,Charlotte Pass,NSW,-1.1642857142857141,-6.257142857142857,17.6,NSW
2012,4,Falls Creek,VIC,,,0.6,VIC
2012,4,Mt. Baw Baw,VIC,0.47142857142857153,-3.0285714285714285,82.6,VIC
2012,4,Mt. Buller,VIC,-1.0285714285714287,-4.4,27.0,VIC
2012,4,Mt. Hotham,VIC,-2.8000000000000003,-5.628571428571428,21.0,VIC
2012,4,Mt. Stirling,VIC,-1.0285714285714287,-4.4,27.0,VIC
2012,4,Perisher,NSW,0.5857142857142856,-6.285714285714286,28.6,NSW
2012,4,Selwyn,NSW,1.3571428571428572,-3.0857142857142854,20.4,NSW
2012,4,Thredbo,NSW,-2.914285714285714,-6.228571428571429,6.6000000000000005,NSW
2012,5,Charlotte Pass,NSW,2.3785714285714286,-4.5357142857142865,35.1,NSW
2012,5,Falls Creek,VIC,2.075,-0.525,27.0,VIC
2012,5,Mt. Baw Baw,VIC,3.4142857142857146,-0.6857142857142857,14.4,VIC
2012,5,Mt. Buller,VIC,2.0571428571428574,-1.614285714285714,70.4,VIC
2012,5,Mt. Hotham,VIC,0.42857142857142855,-3.5,47.2,VIC
2012,5,Mt. Stirling,VIC,2.0571428571428574,-1.614285714285714,70.4,VIC
2012,5,Perisher,NSW,4.357142857142857,-3.7,51.2,NSW
2012,5,Selwyn,NSW,5.785714285714286,0.4714285714285714,36.4,NSW
2012,5,Thredbo,NSW,0.39999999999999997,-5.371428571428572,19.0,NSW
2012,6,Charlotte Pass,NSW,0.8214285714285715,-4.292857142857143,33.8,NSW
2012,6,Falls Creek,VIC,0.7000000000000001,-2.7285714285714286,29.0,VIC
2012,6,Mt. Baw Baw,VIC,1.2142857142857142,-2.2,25.6,VIC
2012,6,Mt. Buller,VIC,0.4571428571428572,-2.8285714285714287,67.6,VIC
2012,6,Mt. Hotham,VIC,-0.5714285714285714,-3.7285714285714286,42.4,VIC
2012,6,Mt. Stirling,VIC,0.4571428571428572,-2.8285714285714287,67.6,VIC
2012,6,Perisher,NSW,2.242857142857143,-3.757142857142857,53.599999999999994,NSW
2012,6,Selwyn,NSW,3.5428571428571423,-1.1,28.2,NSW
2012,6,Thredbo,NSW,-0.5999999999999999,-4.828571428571428,14.0,NSW
2012,7,Charlotte Pass,NSW,3.1214285714285714,-4.7857142857142865,12.9,NSW
